Applicant_ID,Identity_Card,Name,Age,Gender,Education_Level,Field_of_Study,Education_Background,Skills,Graduation_Year,Experience_Years,Certifications,Job_Applied,Required_Education_Levels,Required_Fields,Required_Min_Experience,Required_Max_Experience,Required_Skills,Required_Certifications,Shortlisted
5098,2198480008723074,KALISA Chantal,41,Male,Bachelor's,Accounting,Bachelor's in Accounting,"Financial Reporting, SAP, Auditing, CPA",2008,17,ACCA,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
5099,2197080000781592,KALISA Paul,55,Male,PhD,Computer Science,PhD in Computer Science,"Machine Learning, Data Structures, SQL",2005,20,"CompTIA Security+, Azure Fundamentals, Oracle Java",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5100,1197970001574808,MUKARUHOGO Peter,46,Female,Bachelor's,Marketing,Bachelor's in Marketing,"SEO, Google Analytics, Social Media, Email Marketing",2004,21,"HubSpot Certification, PCM",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5101,1200180008748716,KALISA Jean,24,Male,Bachelor's,Business Administration,Bachelor's in Business Administration,"Communication, Negotiation, Leadership, Business Analysis, Project Management",2024,1,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5102,2199770004007965,MUKASHYAKA Paul,28,Female,Bachelor's,Engineering,Bachelor's in Engineering,"Technical Drawing, Project Management, Quality Control, MATLAB, AutoCAD",2019,6,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
5103,1196880008379785,MUTABAZI Peter,57,Male,Bachelor's,Engineering,Bachelor's in Engineering,"Project Management, AutoCAD, Quality Control, SolidWorks, MATLAB",1990,35,"PE License, Six Sigma Green Belt, LEED",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5104,2199580006959534,HABIYAREMYE Patrick,30,Male,Master's,Nursing,Master's in Nursing,"Patient Care, CPR, Medical Records",2024,1,"ACLS, BLS",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5105,1196980004018418,NSENGIYUMVA Florence,56,Male,Diploma,Marketing,Diploma in Marketing,"Content Marketing, Market Research, Social Media, Google Analytics",1991,34,"Google Analytics Certification, HubSpot Certification, PCM",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
5106,2197270005482948,MUKANDORI Peter,53,Female,PhD,Law,PhD in Law,"Contract Law, Corporate Law, Negotiation",2006,19,"Bar Admission, Certified Legal Manager",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5107,2199170001408286,MUKANDORI Peter,34,Female,Diploma,Economics,Diploma in Economics,"Forecasting, Statistical Analysis, Econometrics, Python",2014,11,None,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
5108,1198880000140152,HABIYAREMYE Olivier,37,Male,PhD,Education,PhD in Education,"Classroom Management, Lesson Planning, Curriculum Development",2020,5,None,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
5109,1198070001731358,MUKAGASANA Grace,45,Female,Master's,Computer Science,Master's in Computer Science,"Algorithms, Machine Learning, Web Development, SQL, Data Structures",2008,17,CISSP,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5110,1199880004145174,KAMALI Alice,27,Male,Bachelor's,Engineering,Bachelor's in Engineering,"SolidWorks, Project Management, MATLAB, Technical Drawing, AutoCAD, Quality Control",2020,5,"PE License, Six Sigma Green Belt",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
5111,1198580003931389,NDAYISENGA Grace,40,Male,Master's,Accounting,Master's in Accounting,"Financial Reporting, SAP, Excel, Auditing, CPA, Taxation",2011,14,"CMA, ACCA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
5112,1197680003791802,TWAGIRAYEZU Marie,49,Male,PhD,Accounting,PhD in Accounting,"SAP, CPA, Taxation, Excel",2003,22,"CMA, ACCA, CFA",Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
5113,1197080003122430,KALISA Peter,55,Male,Diploma,Education,Diploma in Education,"Educational Technology, Curriculum Development, Classroom Management, Assessment, Lesson Planning",1992,33,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
5114,1199380007108425,NSENGIYUMVA Grace,32,Male,Master's,Marketing,Master's in Marketing,"Email Marketing, Social Media, SEO, Content Marketing",2019,6,None,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
5115,1199670002142648,MUKAMANA Chantal,29,Female,Diploma,Business Administration,Diploma in Business Administration,"Project Management, Leadership, Communication, Negotiation, Business Analysis, Strategic Planning",2019,6,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5116,2197180008346188,NDAYISENGA Patrick,54,Male,Master's,Accounting,Master's in Accounting,"Auditing, Taxation, CPA, QuickBooks",1997,28,CMA,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
5117,1200480007083879,KALISA Emmanuel,21,Male,Diploma,Engineering,Diploma in Engineering,"SolidWorks, AutoCAD, Quality Control",2024,1,LEED,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
5118,1197580001469546,MUTABAZI Claudine,50,Male,PhD,Computer Science,PhD in Computer Science,"C++, Java, Python, Web Development, Data Structures, Machine Learning",2009,16,"AWS Certified, Oracle Java, CISSP",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5119,1199980004648413,NSENGIYUMVA Claudine,26,Male,Master's,Law,Master's in Law,"Corporate Law, Compliance, Negotiation, Litigation",2025,0,None,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5120,1198970008586427,MUKANDAYA Grace,36,Female,PhD,Law,PhD in Law,"Corporate Law, Legal Research, Compliance, Contract Law, Negotiation",2017,8,"Bar Admission, Certified Legal Manager",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5121,1199970002747319,MUKAMURENZI Jean,26,Female,Bachelor's,Engineering,Bachelor's in Engineering,"AutoCAD, Project Management, MATLAB, Quality Control, Technical Drawing",2024,1,Six Sigma Green Belt,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",1
5122,1197080005695457,NDAYISENGA Jean,55,Male,Master's,Education,Master's in Education,"Curriculum Development, Classroom Management, Assessment, Lesson Planning, Educational Technology",1994,31,TESOL,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",0
5123,1197280007307220,MUTABAZI Chantal,53,Male,Bachelor's,Marketing,Bachelor's in Marketing,"Content Marketing, Social Media, Market Research, SEO, Email Marketing",1994,31,"HubSpot Certification, PCM, Facebook Blueprint",Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
5124,1197180001941210,MUTABAZI Florence,54,Male,Bachelor's,Education,Bachelor's in Education,"Curriculum Development, Educational Technology, Lesson Planning",1994,31,Teaching License,Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",0
5125,1198970008302237,MUKAMANA Claudine,36,Female,PhD,Education,PhD in Education,"Curriculum Development, Educational Technology, Lesson Planning, Assessment, Classroom Management",2023,2,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5126,1197680007035480,TWAGIRAYEZU Patrick,49,Male,Master's,Engineering,Master's in Engineering,"AutoCAD, Technical Drawing, Project Management, MATLAB",2000,25,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5127,1200070000043852,MUKANYIRABUKA Florence,25,Female,Diploma,Engineering,Diploma in Engineering,"SolidWorks, AutoCAD, MATLAB",2023,2,Six Sigma Green Belt,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5128,1196680007983032,RUTAYISIRE Paul,59,Male,PhD,Business Administration,PhD in Business Administration,"Leadership, Negotiation, Strategic Planning",1994,31,"MBA, PMP, CFA",Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5129,2198470003597293,MUKANYIRABUKA Theogene,41,Female,Master's,Nursing,Master's in Nursing,"Healthcare Ethics, Emergency Response, CPR, Medical Records",2008,17,CCRN,Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
5130,2196770004714949,MUKAMURENZI Eric,58,Female,PhD,Marketing,PhD in Marketing,"Email Marketing, Content Marketing, Market Research, Google Analytics, Social Media, SEO",1998,27,None,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5131,1198570004337804,MUKANDAYA Grace,40,Female,Master's,Engineering,Master's in Engineering,"Project Management, MATLAB, Technical Drawing",2013,12,None,Project Manager,"Bachelor's, Master's","Business Administration, Engineering, Education",2,15,"Project Management, Communication, Risk Management, Agile, Leadership","PMP, CAPM, Six Sigma, ITIL Foundation",1
5132,1198080005120425,NSENGIYUMVA Emmanuel,45,Male,Master's,Marketing,Master's in Marketing,"Social Media, Content Marketing, SEO, Google Analytics, Market Research",2005,20,"Google Analytics Certification, Facebook Blueprint, PCM",Nurse,"Diploma, Bachelor's","Nursing, Public Health",0,15,"Patient Care, Emergency Response, Medical Records, CPR, Clinical Skills","BLS, ACLS, PALS, NCLEX-RN",0
5133,2196770009068287,MUKANDAYA Paul,58,Female,PhD,Law,PhD in Law,"Negotiation, Corporate Law, Compliance",1994,31,Certified Legal Manager,Software Engineer,"Bachelor's, Master's","Computer Science, Information Technology, Engineering",0,10,"Python, Java, SQL, JavaScript, Algorithms","AWS Certified, Azure Fundamentals, Oracle Java",0
5134,1199870009261425,MUKANDORI Theogene,27,Female,Bachelor's,Computer Science,Bachelor's in Computer Science,"Web Development, C++, SQL, Data Structures, Java, Algorithms",2022,3,Azure Fundamentals,Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",1
5135,1198980003824660,KAMALI Chantal,36,Male,Bachelor's,Economics,Bachelor's in Economics,"Econometrics, Forecasting, Data Visualization, Statistical Analysis, Python, R",2012,13,"Certified Business Economist, CFA",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",0
5136,1199470001860321,MUKARUHOGO Claudine,31,Female,Bachelor's,Accounting,Bachelor's in Accounting,"Auditing, CPA, SAP, Excel, QuickBooks, Financial Reporting",2018,7,"CMA, ACCA, CPA",Accountant,"Bachelor's, Master's","Accounting, Business Administration, Economics",0,12,"Financial Reporting, Taxation, Auditing, Excel, QuickBooks","CPA, ACCA, CMA, CFA",1
5137,1198570008141214,MUKANDORI Florence,40,Female,PhD,Economics,PhD in Economics,"R, Forecasting, Python, Econometrics, Data Visualization",2017,8,"Certified Business Economist, FRM, CFA",Data Analyst,"Bachelor's, Master's","Computer Science, Information Technology, Economics, Business Administration",0,8,"SQL, Python, Excel, Tableau, Statistics, Data Visualization","Google Analytics Certification, CFA, AWS Certified",1
